DNR_ID,site,date,species,group,value,units,planktonType
62_0231,201,2018-07-26,haemetococcus,chlorophyta (green),28.5166718,no/mL,phytoplankton
62_0231,201,2018-07-26,mallomonas,chlorophyta (green),11.40666872,no/mL,phytoplankton
62_0055,201,2018-07-26,melosira,chlorophyta (green),537.1745152,no/mL,phytoplankton
62_0054,101,2018-07-26,microcystis,chlorophyta (green),181.8129128,no/mL,phytoplankton
62_0055,201,2018-07-26,microcystis,chlorophyta (green),2793.307479,no/mL,phytoplankton
62_0231,201,2018-07-26,microcystis,chlorophyta (green),34.22000616,no/mL,phytoplankton
62_0054,101,2018-07-26,NaN,NaN,0,no/mL,phytoplankton
62_0054,101,2018-07-26,NaN,NaN,0,no/mL,phytoplankton
62_0054,101,2018-07-26,NaN,NaN,0,no/mL,phytoplankton
62_0054,101,2018-07-26,NaN,NaN,0,no/mL,phytoplankton
62_0054,101,2018-07-26,NaN,NaN,0,no/mL,phytoplankton
62_0054,101,2018-07-26,NaN,NaN,0,no/mL,phytoplankton
62_0054,101,2018-07-26,NaN,NaN,0,no/mL,phytoplankton
62_0054,101,2018-07-26,NaN,NaN,0,no/mL,phytoplankton
62_0054,101,2018-07-26,NaN,NaN,0,no/mL,phytoplankton
62_0054,101,2018-07-26,NaN,NaN,0,no/mL,phytoplankton
62_0054,101,2018-07-26,NaN,NaN,0,no/mL,phytoplankton
62_0054,101,2018-07-26,NaN,NaN,0,no/mL,phytoplankton
62_0054,101,2018-07-26,NaN,NaN,0,no/mL,phytoplankton
62_0055,201,2018-07-26,NaN,NaN,0,no/mL,phytoplankton
62_0231,201,2018-07-26,NaN,NaN,0,no/mL,phytoplankton
62_0055,201,2018-07-26,NaN,NaN,0,no/mL,phytoplankton
62_0231,201,2018-07-26,NaN,NaN,0,no/mL,phytoplankton
62_0055,201,2018-07-26,NaN,NaN,0,no/mL,phytoplankton
62_0231,201,2018-07-26,NaN,NaN,0,no/mL,phytoplankton
62_0055,201,2018-07-26,NaN,NaN,0,no/mL,phytoplankton
62_0231,201,2018-07-26,NaN,NaN,0,no/mL,phytoplankton
62_0055,201,2018-07-26,NaN,NaN,0,no/mL,phytoplankton
62_0231,201,2018-07-26,NaN,NaN,0,no/mL,phytoplankton
62_0055,201,2018-07-26,NaN,NaN,0,no/mL,phytoplankton
62_0231,201,2018-07-26,NaN,NaN,0,no/mL,phytoplankton
62_0055,201,2018-07-26,NaN,NaN,0,no/mL,phytoplankton
62_0231,201,2018-07-26,NaN,NaN,0,no/mL,phytoplankton
62_0055,201,2018-07-26,NaN,NaN,0,no/mL,phytoplankton
62_0231,201,2018-07-26,NaN,NaN,0,no/mL,phytoplankton
62_0055,201,2018-07-26,NaN,NaN,0,no/mL,phytoplankton
62_0231,201,2018-07-26,NaN,NaN,0,no/mL,phytoplankton
62_0055,201,2018-07-26,NaN,NaN,0,no/mL,phytoplankton
62_0231,201,2018-07-26,NaN,NaN,0,no/mL,phytoplankton
62_0055,201,2018-07-26,NaN,NaN,0,no/mL,phytoplankton
62_0231,201,2018-07-26,NaN,NaN,0,no/mL,phytoplankton
62_0055,201,2018-07-26,NaN,NaN,0,no/mL,phytoplankton
62_0231,201,2018-07-26,NaN,NaN,0,no/mL,phytoplankton
62_0054,101,2018-07-26,oscillatoria,chlorophyta (green),275.4741104,no/mL,phytoplankton
62_0055,201,2018-07-26,oscillatoria,chlorophyta (green),2148.698061,no/mL,phytoplankton
62_0055,201,2018-07-26,staurastrum,chlorophyta (green),53.71745152,no/mL,phytoplankton
62_0055,201,2018-07-26,stephanodiscus,chlorophyta (green),53.71745152,no/mL,phytoplankton
62_0054,101,2018-07-26,bosmina,,0,thou/m3,zooplankton
62_0055,201,2018-07-26,bosmina,,7.381620095,thou/m3,zooplankton
62_0231,201,2018-07-26,bosmina,,7.541593286,thou/m3,zooplankton
62_0054,101,2018-07-26,calanoid,,2.15621008,thou/m3,zooplankton
62_0055,201,2018-07-26,calanoid,,1.736851787,thou/m3,zooplankton
62_0231,201,2018-07-26,calanoid,,0.904991194,thou/m3,zooplankton
62_0054,101,2018-07-26,ceriodaphnia,,0.349655689,thou/m3,zooplankton
62_0055,201,2018-07-26,ceriodaphnia,,3.907916521,thou/m3,zooplankton
62_0231,201,2018-07-26,ceriodaphnia,,0,thou/m3,zooplankton
62_0054,101,2018-07-26,chydorus,,0,thou/m3,zooplankton
62_0055,201,2018-07-26,chydorus,,62.96087728,thou/m3,zooplankton
62_0231,201,2018-07-26,chydorus,,0.301663731,thou/m3,zooplankton
62_0054,101,2018-07-26,cyclopoid,,3.671384731,thou/m3,zooplankton
62_0055,201,2018-07-26,cyclopoid,,3.907916521,thou/m3,zooplankton
62_0231,201,2018-07-26,cyclopoid,,6.33493836,thou/m3,zooplankton
62_0054,101,2018-07-26,daphnia,,1.340346807,thou/m3,zooplankton
62_0055,201,2018-07-26,daphnia,,0.434212947,thou/m3,zooplankton
62_0231,201,2018-07-26,daphnia,,9.351575674,thou/m3,zooplankton
62_0054,101,2018-07-26,diaphnosoma,,1.573450599,thou/m3,zooplankton
62_0055,201,2018-07-26,diaphnosoma,,5.644768308,thou/m3,zooplankton
62_0231,201,2018-07-26,diaphnosoma,,1.206654926,thou/m3,zooplankton
62_0054,101,2018-07-26,leptodora,,0,thou/m3,zooplankton
62_0055,201,2018-07-26,leptodora,,0,thou/m3,zooplankton
62_0231,201,2018-07-26,leptodora,,0,thou/m3,zooplankton
62_0054,101,2018-07-26,nauplii,,1.107243014,thou/m3,zooplankton
62_0055,201,2018-07-26,nauplii,,26.0527768,thou/m3,zooplankton
62_0231,201,2018-07-26,nauplii,,30.16637314,thou/m3,zooplankton
62_0054,101,2018-07-26,other,,0,thou/m3,zooplankton
62_0055,201,2018-07-26,other,,0,thou/m3,zooplankton
62_0231,201,2018-07-26,other,,0,thou/m3,zooplankton
62_0054,101,2018-07-26,rotifers,,0,thou/m3,zooplankton
62_0055,201,2018-07-26,rotifers,,9.552684828,thou/m3,zooplankton
62_0231,201,2018-07-26,rotifers,,3.921628509,thou/m3,zooplankton
02_0003,204,2018-07-25,anabaena,cyanophyta (blue-green),54.71221914,no/mL,phytoplankton
62_0002,207,2018-07-25,anabaena,cyanophyta (blue-green),243.8175439,no/mL,phytoplankton
02_0003,204,2018-07-25,ankistrodesmus,cyanophyta (blue-green),6.565466297,no/mL,phytoplankton
62_0002,207,2018-07-25,ankistrodesmus,cyanophyta (blue-green),22.68070175,no/mL,phytoplankton
02_0003,204,2018-07-25,ceratium,cyanophyta (blue-green),4.376977532,no/mL,phytoplankton
62_0002,207,2018-07-25,ceratium,cyanophyta (blue-green),28.35087719,no/mL,phytoplankton
02_0003,204,2018-07-25,cryptomonas,cyanophyta (blue-green),3.282733149,no/mL,phytoplankton
62_0002,207,2018-07-25,cryptomonas,cyanophyta (blue-green),34.02105263,no/mL,phytoplankton
62_0002,207,2018-07-25,dinobryon,cyanophyta (blue-green),45.36140351,no/mL,phytoplankton
62_0002,207,2018-07-25,euglena,cyanophyta (blue-green),5.670175439,no/mL,phytoplankton
62_0002,207,2018-07-25,haemetococcus,chlorophyta (green),119.0736842,no/mL,phytoplankton
02_0003,204,2018-07-25,microcystis,chlorophyta (green),13.13093259,no/mL,phytoplankton
62_0002,207,2018-07-25,microcystis,chlorophyta (green),226.8070175,no/mL,phytoplankton
02_0003,204,2018-07-25,NaN,NaN,0,no/mL,phytoplankton
02_0003,204,2018-07-25,NaN,NaN,0,no/mL,phytoplankton
02_0003,204,2018-07-25,NaN,NaN,0,no/mL,phytoplankton
02_0003,204,2018-07-25,NaN,NaN,0,no/mL,phytoplankton
02_0003,204,2018-07-25,NaN,NaN,0,no/mL,phytoplankton
02_0003,204,2018-07-25,NaN,NaN,0,no/mL,phytoplankton
02_0003,204,2018-07-25,NaN,NaN,0,no/mL,phytoplankton
02_0003,204,2018-07-25,NaN,NaN,0,no/mL,phytoplankton
02_0003,204,2018-07-25,NaN,NaN,0,no/mL,phytoplankton
02_0003,204,2018-07-25,NaN,NaN,0,no/mL,phytoplankton
02_0003,204,2018-07-25,NaN,NaN,0,no/mL,phytoplankton
02_0003,204,2018-07-25,NaN,NaN,0,no/mL,phytoplankton
02_0003,204,2018-07-25,NaN,NaN,0,no/mL,phytoplankton
62_0002,207,2018-07-25,NaN,NaN,0,no/mL,phytoplankton
62_0002,207,2018-07-25,NaN,NaN,0,no/mL,phytoplankton
62_0002,207,2018-07-25,NaN,NaN,0,no/mL,phytoplankton
62_0002,207,2018-07-25,NaN,NaN,0,no/mL,phytoplankton
62_0002,207,2018-07-25,NaN,NaN,0,no/mL,phytoplankton
62_0002,207,2018-07-25,NaN,NaN,0,no/mL,phytoplankton
62_0002,207,2018-07-25,NaN,NaN,0,no/mL,phytoplankton
62_0002,207,2018-07-25,NaN,NaN,0,no/mL,phytoplankton
02_0003,204,2018-07-25,oscillatoria,chlorophyta (green),9.848199446,no/mL,phytoplankton
62_0002,207,2018-07-25,oscillatoria,chlorophyta (green),283.5087719,no/mL,phytoplankton
62_0002,207,2018-07-25,tetraedron,chlorophyta (green),5.670175439,no/mL,phytoplankton
62_0002,207,2018-07-25,ulothrix,chrysophyta (yellow-green),11.34035088,no/mL,phytoplankton
82_0167,234,2018-07-24,ankistrodesmus,cyanophyta (blue-green),13.02241249,no/mL,phytoplankton
82_0167,234,2018-07-24,dinobryon,cyanophyta (blue-green),6.511206245,no/mL,phytoplankton
82_0167,234,2018-07-24,fragilaria,cyanophyta (blue-green),9.766809368,no/mL,phytoplankton
82_0167,234,2018-07-24,gloeocapsa,cyanophyta (blue-green),13.02241249,no/mL,phytoplankton
82_0167,234,2018-07-24,mallomonas,chlorophyta (green),3.255603123,no/mL,phytoplankton
82_0167,234,2018-07-24,microcystis,chlorophyta (green),162.7801561,no/mL,phytoplankton
82_0167,234,2018-07-24,NaN,NaN,0,no/mL,phytoplankton
82_0167,234,2018-07-24,NaN,NaN,0,no/mL,phytoplankton
82_0167,234,2018-07-24,NaN,NaN,0,no/mL,phytoplankton
82_0167,234,2018-07-24,NaN,NaN,0,no/mL,phytoplankton
82_0167,234,2018-07-24,NaN,NaN,0,no/mL,phytoplankton
82_0167,234,2018-07-24,NaN,NaN,0,no/mL,phytoplankton
82_0167,234,2018-07-24,NaN,NaN,0,no/mL,phytoplankton
82_0167,234,2018-07-24,NaN,NaN,0,no/mL,phytoplankton
82_0167,234,2018-07-24,NaN,NaN,0,no/mL,phytoplankton
82_0167,234,2018-07-24,NaN,NaN,0,no/mL,phytoplankton
82_0167,234,2018-07-24,NaN,NaN,0,no/mL,phytoplankton
82_0167,234,2018-07-24,NaN,NaN,0,no/mL,phytoplankton
82_0167,234,2018-07-24,NaN,NaN,0,no/mL,phytoplankton
62_0075,202,2018-07-18,anabaena,cyanophyta (blue-green),328.2733149,no/mL,phytoplankton
62_0061,208,2018-07-18,anabaena,cyanophyta (blue-green),40.28808864,no/mL,phytoplankton
62_0075,202,2018-07-18,ankistrodesmus,cyanophyta (blue-green),29.84302862,no/mL,phytoplankton
62_0075,202,2018-07-18,aphanocapsa,cyanophyta (blue-green),14.92151431,no/mL,phytoplankton
62_0075,202,2018-07-18,ceratium,cyanophyta (blue-green),37.30378578,no/mL,phytoplankton
62_0075,202,2018-07-18,cryptomonas,cyanophyta (blue-green),37.30378578,no/mL,phytoplankton
62_0061,208,2018-07-18,dinobryon,cyanophyta (blue-green),40.28808864,no/mL,phytoplankton
62_0075,202,2018-07-18,euglena,cyanophyta (blue-green),7.460757156,no/mL,phytoplankton
62_0061,208,2018-07-18,euglena,cyanophyta (blue-green),20.14404432,no/mL,phytoplankton
62_0075,202,2018-07-18,gloeocapsa,cyanophyta (blue-green),22.38227147,no/mL,phytoplankton
62_0075,202,2018-07-18,haemetococcus,chlorophyta (green),29.84302862,no/mL,phytoplankton
62_0075,202,2018-07-18,mallomonas,chlorophyta (green),14.92151431,no/mL,phytoplankton
62_0075,202,2018-07-18,NaN,NaN,0,no/mL,phytoplankton
62_0075,202,2018-07-18,NaN,NaN,0,no/mL,phytoplankton
62_0075,202,2018-07-18,NaN,NaN,0,no/mL,phytoplankton
62_0075,202,2018-07-18,NaN,NaN,0,no/mL,phytoplankton
62_0075,202,2018-07-18,NaN,NaN,0,no/mL,phytoplankton
62_0075,202,2018-07-18,NaN,NaN,0,no/mL,phytoplankton
62_0061,208,2018-07-18,NaN,NaN,0,no/mL,phytoplankton
62_0061,208,2018-07-18,NaN,NaN,0,no/mL,phytoplankton
62_0061,208,2018-07-18,NaN,NaN,0,no/mL,phytoplankton
62_0061,208,2018-07-18,NaN,NaN,0,no/mL,phytoplankton
62_0061,208,2018-07-18,NaN,NaN,0,no/mL,phytoplankton
62_0061,208,2018-07-18,NaN,NaN,0,no/mL,phytoplankton
62_0061,208,2018-07-18,NaN,NaN,0,no/mL,phytoplankton
62_0061,208,2018-07-18,NaN,NaN,0,no/mL,phytoplankton
62_0061,208,2018-07-18,NaN,NaN,0,no/mL,phytoplankton
62_0061,208,2018-07-18,NaN,NaN,0,no/mL,phytoplankton
62_0061,208,2018-07-18,NaN,NaN,0,no/mL,phytoplankton
62_0061,208,2018-07-18,NaN,NaN,0,no/mL,phytoplankton
62_0061,208,2018-07-18,NaN,NaN,0,no/mL,phytoplankton
62_0061,208,2018-07-18,NaN,NaN,0,no/mL,phytoplankton
62_0075,202,2018-07-18,oocystis,chlorophyta (green),22.38227147,no/mL,phytoplankton
62_0075,202,2018-07-18,oscillatoria,chlorophyta (green),373.0378578,no/mL,phytoplankton
62_0061,208,2018-07-18,oscillatoria,chlorophyta (green),80.57617729,no/mL,phytoplankton
62_0075,202,2018-07-18,scenedesmus,chlorophyta (green),29.84302862,no/mL,phytoplankton
62_0061,208,2018-07-18,sphaerocystis,chlorophyta (green),1027.34626,no/mL,phytoplankton
62_0075,202,2018-07-18,staurastrum,chlorophyta (green),14.92151431,no/mL,phytoplankton
62_0078,101,2018-07-16,anabaena,cyanophyta (blue-green),590.8919668,no/mL,phytoplankton
62_0057,401,2018-07-16,anabaena,cyanophyta (blue-green),721.9625485,no/mL,phytoplankton
62_0078,101,2018-07-16,ceratium,cyanophyta (blue-green),26.85872576,no/mL,phytoplankton
62_0078,101,2018-07-16,cryptomonas,cyanophyta (blue-green),80.57617729,no/mL,phytoplankton
62_0078,101,2018-07-16,elakototrhix,cyanophyta (blue-green),134.2936288,no/mL,phytoplankton
62_0078,101,2018-07-16,gloeocapsa,cyanophyta (blue-green),107.434903,no/mL,phytoplankton
62_0057,401,2018-07-16,gloeocapsa,cyanophyta (blue-green),859.4792244,no/mL,phytoplankton
62_0078,101,2018-07-16,mallomonas,chlorophyta (green),53.71745152,no/mL,phytoplankton
62_0078,101,2018-07-16,NaN,NaN,0,no/mL,phytoplankton
62_0078,101,2018-07-16,NaN,NaN,0,no/mL,phytoplankton
62_0078,101,2018-07-16,NaN,NaN,0,no/mL,phytoplankton
62_0078,101,2018-07-16,NaN,NaN,0,no/mL,phytoplankton
62_0078,101,2018-07-16,NaN,NaN,0,no/mL,phytoplankton
62_0078,101,2018-07-16,NaN,NaN,0,no/mL,phytoplankton
62_0078,101,2018-07-16,NaN,NaN,0,no/mL,phytoplankton
62_0078,101,2018-07-16,NaN,NaN,0,no/mL,phytoplankton
62_0078,101,2018-07-16,NaN,NaN,0,no/mL,phytoplankton
62_0078,101,2018-07-16,NaN,NaN,0,no/mL,phytoplankton
62_0078,101,2018-07-16,NaN,NaN,0,no/mL,phytoplankton
62_0057,401,2018-07-16,NaN,NaN,0,no/mL,phytoplankton
62_0057,401,2018-07-16,NaN,NaN,0,no/mL,phytoplankton
62_0057,401,2018-07-16,NaN,NaN,0,no/mL,phytoplankton
62_0057,401,2018-07-16,NaN,NaN,0,no/mL,phytoplankton
62_0057,401,2018-07-16,NaN,NaN,0,no/mL,phytoplankton
62_0057,401,2018-07-16,NaN,NaN,0,no/mL,phytoplankton
62_0057,401,2018-07-16,NaN,NaN,0,no/mL,phytoplankton
62_0057,401,2018-07-16,NaN,NaN,0,no/mL,phytoplankton
62_0057,401,2018-07-16,NaN,NaN,0,no/mL,phytoplankton
62_0057,401,2018-07-16,NaN,NaN,0,no/mL,phytoplankton
62_0057,401,2018-07-16,NaN,NaN,0,no/mL,phytoplankton
62_0057,401,2018-07-16,NaN,NaN,0,no/mL,phytoplankton
62_0057,401,2018-07-16,NaN,NaN,0,no/mL,phytoplankton
62_0057,401,2018-07-16,NaN,NaN,0,no/mL,phytoplankton
62_0057,401,2018-07-16,NaN,NaN,0,no/mL,phytoplankton
62_0078,101,2018-07-16,oocystis,chlorophyta (green),53.71745152,no/mL,phytoplankton
62_0057,401,2018-07-16,oocystis,chlorophyta (green),34.37916898,no/mL,phytoplankton
62_0078,101,2018-07-16,oscillatoria,chlorophyta (green),1369.795014,no/mL,phytoplankton
62_0057,401,2018-07-16,oscillatoria,chlorophyta (green),103.1375069,no/mL,phytoplankton
62_0067,202,2018-07-13,anabaena,cyanophyta (blue-green),379.6033241,no/mL,phytoplankton
62_0083,204,2018-07-13,anabaena,cyanophyta (blue-green),787.8559557,no/mL,phytoplankton
62_0083,204,2018-07-13,ankistrodesmus,cyanophyta (blue-green),143.2465374,no/mL,phytoplankton
62_0083,204,2018-07-13,cosmarium,cyanophyta (blue-green),644.6094183,no/mL,phytoplankton
62_0067,202,2018-07-13,gloeocapsa,cyanophyta (blue-green),94.90083102,no/mL,phytoplankton
62_0067,202,2018-07-13,gomphosphaeria,cyanophyta (blue-green),94.90083102,no/mL,phytoplankton
62_0083,204,2018-07-13,gomphosphaeria,cyanophyta (blue-green),71.6232687,no/mL,phytoplankton
62_0083,204,2018-07-13,haemetococcus,chlorophyta (green),71.6232687,no/mL,phytoplankton
62_0067,202,2018-07-13,kirchneriella,chlorophyta (green),94.90083102,no/mL,phytoplankton
62_0067,202,2018-07-13,melosira,chlorophyta (green),94.90083102,no/mL,phytoplankton
62_0083,204,2018-07-13,microcystis,chlorophyta (green),143.2465374,no/mL,phytoplankton
62_0067,202,2018-07-13,NaN,NaN,0,no/mL,phytoplankton
62_0067,202,2018-07-13,NaN,NaN,0,no/mL,phytoplankton
62_0067,202,2018-07-13,NaN,NaN,0,no/mL,phytoplankton
62_0067,202,2018-07-13,NaN,NaN,0,no/mL,phytoplankton
62_0067,202,2018-07-13,NaN,NaN,0,no/mL,phytoplankton
62_0067,202,2018-07-13,NaN,NaN,0,no/mL,phytoplankton
62_0067,202,2018-07-13,NaN,NaN,0,no/mL,phytoplankton
62_0067,202,2018-07-13,NaN,NaN,0,no/mL,phytoplankton
62_0067,202,2018-07-13,NaN,NaN,0,no/mL,phytoplankton
62_0067,202,2018-07-13,NaN,NaN,0,no/mL,phytoplankton
62_0067,202,2018-07-13,NaN,NaN,0,no/mL,phytoplankton
62_0067,202,2018-07-13,NaN,NaN,0,no/mL,phytoplankton
62_0067,202,2018-07-13,NaN,NaN,0,no/mL,phytoplankton
62_0083,204,2018-07-13,NaN,NaN,0,no/mL,phytoplankton
62_0083,204,2018-07-13,NaN,NaN,0,no/mL,phytoplankton
62_0083,204,2018-07-13,NaN,NaN,0,no/mL,phytoplankton
62_0083,204,2018-07-13,NaN,NaN,0,no/mL,phytoplankton
62_0083,204,2018-07-13,NaN,NaN,0,no/mL,phytoplankton
62_0083,204,2018-07-13,NaN,NaN,0,no/mL,phytoplankton
62_0083,204,2018-07-13,NaN,NaN,0,no/mL,phytoplankton
62_0083,204,2018-07-13,NaN,NaN,0,no/mL,phytoplankton
62_0083,204,2018-07-13,NaN,NaN,0,no/mL,phytoplankton
62_0083,204,2018-07-13,NaN,NaN,0,no/mL,phytoplankton
62_0083,204,2018-07-13,oocystis,chlorophyta (green),71.6232687,no/mL,phytoplankton
62_0067,202,2018-07-13,oscillatoria,chlorophyta (green),5314.446537,no/mL,phytoplankton
62_0083,204,2018-07-13,oscillatoria,chlorophyta (green),3867.65651,no/mL,phytoplankton
62_0083,204,2018-07-13,staurastrum,chlorophyta (green),71.6232687,no/mL,phytoplankton
62_0225,201,2018-07-12,ankistrodesmus,cyanophyta (blue-green),71.6232687,no/mL,phytoplankton
62_0225,201,2018-07-12,ceratium,cyanophyta (blue-green),71.6232687,no/mL,phytoplankton
62_0047,201,2018-07-12,chloroccum,cyanophyta (blue-green),895.2908587,no/mL,phytoplankton
62_0047,201,2018-07-12,crucigenia,cyanophyta (blue-green),53.71745152,no/mL,phytoplankton
62_0047,201,2018-07-12,cryptomonas,cyanophyta (blue-green),179.0581717,no/mL,phytoplankton
62_0047,201,2018-07-12,euglena,cyanophyta (blue-green),143.2465374,no/mL,phytoplankton
62_0225,201,2018-07-12,fragilaria,cyanophyta (blue-green),35.81163435,no/mL,phytoplankton
62_0225,201,2018-07-12,gloeocapsa,cyanophyta (blue-green),44.76454294,no/mL,phytoplankton
62_0225,201,2018-07-12,haemetococcus,chlorophyta (green),107.434903,no/mL,phytoplankton
62_0047,201,2018-07-12,merismopedium,chlorophyta (green),716.232687,no/mL,phytoplankton
62_0047,201,2018-07-12,NaN,NaN,0,no/mL,phytoplankton
62_0225,201,2018-07-12,NaN,NaN,0,no/mL,phytoplankton
62_0047,201,2018-07-12,NaN,NaN,0,no/mL,phytoplankton
62_0225,201,2018-07-12,NaN,NaN,0,no/mL,phytoplankton
62_0047,201,2018-07-12,NaN,NaN,0,no/mL,phytoplankton
62_0225,201,2018-07-12,NaN,NaN,0,no/mL,phytoplankton
62_0047,201,2018-07-12,NaN,NaN,0,no/mL,phytoplankton
62_0225,201,2018-07-12,NaN,NaN,0,no/mL,phytoplankton
62_0047,201,2018-07-12,NaN,NaN,0,no/mL,phytoplankton
62_0225,201,2018-07-12,NaN,NaN,0,no/mL,phytoplankton
62_0047,201,2018-07-12,NaN,NaN,0,no/mL,phytoplankton
62_0225,201,2018-07-12,NaN,NaN,0,no/mL,phytoplankton
62_0047,201,2018-07-12,NaN,NaN,0,no/mL,phytoplankton
62_0225,201,2018-07-12,NaN,NaN,0,no/mL,phytoplankton
62_0047,201,2018-07-12,NaN,NaN,0,no/mL,phytoplankton
62_0225,201,2018-07-12,NaN,NaN,0,no/mL,phytoplankton
62_0047,201,2018-07-12,NaN,NaN,0,no/mL,phytoplankton
62_0225,201,2018-07-12,NaN,NaN,0,no/mL,phytoplankton
62_0047,201,2018-07-12,NaN,NaN,0,no/mL,phytoplankton
62_0225,201,2018-07-12,NaN,NaN,0,no/mL,phytoplankton
62_0047,201,2018-07-12,NaN,NaN,0,no/mL,phytoplankton
62_0225,201,2018-07-12,NaN,NaN,0,no/mL,phytoplankton
62_0047,201,2018-07-12,NaN,NaN,0,no/mL,phytoplankton
62_0225,201,2018-07-12,NaN,NaN,0,no/mL,phytoplankton
62_0047,201,2018-07-12,oocystis,chlorophyta (green),376.0221607,no/mL,phytoplankton
62_0047,201,2018-07-12,oscillatoria,chlorophyta (green),89.52908587,no/mL,phytoplankton
62_0225,201,2018-07-12,oscillatoria,chlorophyta (green),179.0581717,no/mL,phytoplankton
62_0225,201,2018-07-12,scenedesmus,chlorophyta (green),456.598338,no/mL,phytoplankton
62_0047,201,2018-07-12,bosmina,,36.85782318,thou/m3,zooplankton
62_0225,201,2018-07-12,bosmina,,100.4540226,thou/m3,zooplankton
62_0047,201,2018-07-12,calanoid,,0,thou/m3,zooplankton
62_0225,201,2018-07-12,calanoid,,0,thou/m3,zooplankton
62_0047,201,2018-07-12,ceriodaphnia,,3.949052484,thou/m3,zooplankton
62_0225,201,2018-07-12,ceriodaphnia,,28.91858225,thou/m3,zooplankton
62_0047,201,2018-07-12,chydorus,,1.316350828,thou/m3,zooplankton
62_0225,201,2018-07-12,chydorus,,2.283045967,thou/m3,zooplankton
62_0047,201,2018-07-12,cyclopoid,,32.9087707,thou/m3,zooplankton
62_0225,201,2018-07-12,cyclopoid,,23.591475,thou/m3,zooplankton
62_0047,201,2018-07-12,daphnia,,2.632701656,thou/m3,zooplankton
62_0225,201,2018-07-12,daphnia,,6.08812258,thou/m3,zooplankton
62_0047,201,2018-07-12,diaphnosoma,,1.316350828,thou/m3,zooplankton
62_0225,201,2018-07-12,diaphnosoma,,0,thou/m3,zooplankton
62_0047,201,2018-07-12,leptodora,,0,thou/m3,zooplankton
62_0225,201,2018-07-12,leptodora,,0,thou/m3,zooplankton
62_0047,201,2018-07-12,nauplii,,76.34834803,thou/m3,zooplankton
62_0225,201,2018-07-12,nauplii,,57.83716451,thou/m3,zooplankton
62_0047,201,2018-07-12,other,,0,thou/m3,zooplankton
62_0225,201,2018-07-12,other,,0,thou/m3,zooplankton
62_0047,201,2018-07-12,rotifers,,98.7263121,thou/m3,zooplankton
62_0225,201,2018-07-12,rotifers,,0,thou/m3,zooplankton
62_0054,101,2018-07-11,anabaena,cyanophyta (blue-green),119.3721145,no/mL,phytoplankton
62_0231,201,2018-07-11,anabaena,cyanophyta (blue-green),23.35541371,no/mL,phytoplankton
62_0055,201,2018-07-11,anabaena,cyanophyta (blue-green),116.3878116,no/mL,phytoplankton
62_0231,201,2018-07-11,ankistrodesmus,cyanophyta (blue-green),11.67770685,no/mL,phytoplankton
62_0231,201,2018-07-11,aphanocapsa,cyanophyta (blue-green),194.6284475,no/mL,phytoplankton
62_0055,201,2018-07-11,aphanocapsa,cyanophyta (blue-green),116.3878116,no/mL,phytoplankton
62_0054,101,2018-07-11,chroococcus,cyanophyta (blue-green),71.6232687,no/mL,phytoplankton
62_0055,201,2018-07-11,chroococcus,cyanophyta (blue-green),4841.732964,no/mL,phytoplankton
62_0231,201,2018-07-11,cosmarium,cyanophyta (blue-green),7.785137902,no/mL,phytoplankton
62_0231,201,2018-07-11,dinobryon,cyanophyta (blue-green),31.14055161,no/mL,phytoplankton
62_0054,101,2018-07-11,fragilaria,cyanophyta (blue-green),8.952908587,no/mL,phytoplankton
62_0055,201,2018-07-11,gloeocapsa,cyanophyta (blue-green),488.8288089,no/mL,phytoplankton
62_0231,201,2018-07-11,haemetococcus,chlorophyta (green),35.03312056,no/mL,phytoplankton
62_0055,201,2018-07-11,haemetococcus,chlorophyta (green),69.83268698,no/mL,phytoplankton
62_0054,101,2018-07-11,mallomonas,chlorophyta (green),2.984302862,no/mL,phytoplankton
62_0055,201,2018-07-11,melosira,chlorophyta (green),139.665374,no/mL,phytoplankton
62_0054,101,2018-07-11,microcystis,chlorophyta (green),149.2151431,no/mL,phytoplankton
62_0055,201,2018-07-11,microcystis,chlorophyta (green),884.5473684,no/mL,phytoplankton
62_0054,101,2018-07-11,NaN,NaN,0,no/mL,phytoplankton
62_0054,101,2018-07-11,NaN,NaN,0,no/mL,phytoplankton
62_0054,101,2018-07-11,NaN,NaN,0,no/mL,phytoplankton
62_0054,101,2018-07-11,NaN,NaN,0,no/mL,phytoplankton
62_0054,101,2018-07-11,NaN,NaN,0,no/mL,phytoplankton
62_0054,101,2018-07-11,NaN,NaN,0,no/mL,phytoplankton
62_0054,101,2018-07-11,NaN,NaN,0,no/mL,phytoplankton
62_0054,101,2018-07-11,NaN,NaN,0,no/mL,phytoplankton
62_0054,101,2018-07-11,NaN,NaN,0,no/mL,phytoplankton
62_0054,101,2018-07-11,NaN,NaN,0,no/mL,phytoplankton
62_0054,101,2018-07-11,NaN,NaN,0,no/mL,phytoplankton
62_0231,201,2018-07-11,NaN,NaN,0,no/mL,phytoplankton
62_0231,201,2018-07-11,NaN,NaN,0,no/mL,phytoplankton
62_0231,201,2018-07-11,NaN,NaN,0,no/mL,phytoplankton
62_0055,201,2018-07-11,NaN,NaN,0,no/mL,phytoplankton
62_0231,201,2018-07-11,NaN,NaN,0,no/mL,phytoplankton
62_0055,201,2018-07-11,NaN,NaN,0,no/mL,phytoplankton
