DNR_ID,site,date,species,concentration
62_0061,208,2020-07-24,daphnia,0.705187944
62_0061,208,2020-08-12,daphnia,2.320490242
62_0061,208,2020-09-02,daphnia,2.820751774
62_0061,208,2020-09-15,daphnia,2.879517436
62_0067,202,2020-05-27,daphnia,16.97152318
62_0067,202,2020-06-12,daphnia,6.517764864
62_0067,202,2020-06-29,daphnia,8.753733006
62_0067,202,2020-07-21,daphnia,7.108294471
62_0067,202,2020-08-10,daphnia,11.88372275
62_0067,202,2020-08-22,daphnia,10.91817028
62_0067,202,2020-09-17,daphnia,7.639536056
62_0067,202,2020-05-06,daphnia,13.32021671
62_0075,202,2020-05-08,daphnia,8.44658448
62_0075,202,2020-05-28,daphnia,4.7169238
62_0075,202,2020-06-16,daphnia,15.63166608
62_0075,202,2020-07-06,daphnia,2.468157803
62_0075,202,2020-07-24,daphnia,0
62_0075,202,2020-08-12,daphnia,0
62_0075,202,2020-09-02,daphnia,17.55134437
62_0075,202,2020-09-15,daphnia,3.839356582
62_0078,101,2020-05-06,daphnia,9.804071271
62_0078,101,2020-05-27,daphnia,6.996160882
62_0078,101,2020-06-15,daphnia,5.106736025
62_0078,101,2020-07-02,daphnia,11.84715745
62_0078,101,2020-07-22,daphnia,2.270705178
62_0078,101,2020-08-07,daphnia,0
62_0078,101,2020-08-27,daphnia,0
62_0078,101,2020-09-17,daphnia,1.762969859
62_0083,204,2020-05-06,daphnia,0.329087707
62_0083,204,2020-05-27,daphnia,2.344749912
62_0083,204,2020-06-12,daphnia,85.6999237
62_0083,204,2020-07-21,daphnia,11.70089625
62_0083,204,2020-08-10,daphnia,0.914132519
62_0083,204,2020-08-24,daphnia,0
62_0083,204,2020-09-14,daphnia,0.219391805
62_0083,204,2020-06-29,daphnia,7.651289188
62_0225,201,2020-04-15,daphnia,2.11164612
62_0225,201,2020-05-05,daphnia,0.313416864
62_0225,201,2020-05-20,daphnia,0.189682498
62_0225,201,2020-06-11,daphnia,2.8075295
62_0225,201,2020-07-01,daphnia,14.2604673
62_0225,201,2020-07-23,daphnia,9.671522056
62_0225,201,2020-08-06,daphnia,5.347675239
62_0225,201,2020-08-26,daphnia,22.85331299
62_0225,201,2020-09-11,daphnia,4.799195727
62_0225,201,2020-10-09,daphnia,6.787433957
62_0231,201,2020-04-13,daphnia,0
62_0231,201,2020-05-04,daphnia,0
62_0231,201,2020-05-18,daphnia,6.540618177
62_0231,201,2020-06-10,daphnia,38.00963016
62_0231,201,2020-06-26,daphnia,23.03613949
62_0231,201,2020-07-17,daphnia,2.745139956
62_0231,201,2020-08-05,daphnia,7.952952919
62_0231,201,2020-08-20,daphnia,0
62_0231,201,2020-09-10,daphnia,0
62_0231,201,2020-10-08,daphnia,0.68559939
82_0167,234,2020-05-14,daphnia,0.828432596
82_0167,234,2020-06-08,daphnia,6.927534702
82_0167,234,2020-06-24,daphnia,0.214622418
82_0167,234,2020-07-16,daphnia,0.784725635
82_0167,234,2020-07-31,daphnia,0.914132519
82_0167,234,2020-08-21,daphnia,1.634011879
82_0167,234,2020-09-04,daphnia,0.636628005
82_0167,234,2020-09-23,daphnia,0.321374714
02_0003,204,2020-05-13,bosmina,7.198793591
02_0003,204,2020-06-04,bosmina,25.84709699
02_0003,204,2020-06-25,bosmina,7.96392251
02_0003,204,2020-07-15,bosmina,30.07495989
02_0003,204,2020-07-31,bosmina,4.570662597
02_0003,204,2020-08-18,bosmina,8.144920748
02_0003,204,2020-09-04,bosmina,0.137119878
02_0003,204,2020-09-24,bosmina,1.028399084
62_0002,207,2020-05-13,bosmina,1.766104028
62_0002,207,2020-06-04,bosmina,4.319276154
62_0002,207,2020-06-24,bosmina,6.465202244
62_0002,207,2020-07-15,bosmina,1.780273082
62_0002,207,2020-07-31,bosmina,3.29087707
62_0002,207,2020-08-18,bosmina,1.371198779
62_0002,207,2020-09-04,bosmina,3.778414414
62_0002,207,2020-09-24,bosmina,2.696690932
62_0047,201,2020-04-15,bosmina,0.676458064
62_0047,201,2020-05-05,bosmina,0.78005975
62_0047,201,2020-05-20,bosmina,0.524483533
62_0047,201,2020-06-11,bosmina,0.431927615
62_0047,201,2020-07-01,bosmina,1.042111072
62_0047,201,2020-07-23,bosmina,11.10671011
62_0047,201,2020-08-06,bosmina,1.234078901
62_0047,201,2020-08-26,bosmina,19.74526242
62_0047,201,2020-09-11,bosmina,59.23578726
62_0047,201,2020-10-09,bosmina,8.638552309
62_0054,101,2020-07-17,bosmina,0.173685179
62_0054,101,2020-04-13,bosmina,0
62_0054,101,2020-05-04,bosmina,0.434212947
62_0054,101,2020-05-18,bosmina,0.60675546
62_0054,101,2020-06-10,bosmina,0.358470538
62_0054,101,2020-06-25,bosmina,0.22853313
62_0054,101,2020-08-05,bosmina,0.438783609
62_0054,101,2020-08-20,bosmina,0.767871316
62_0054,101,2020-09-10,bosmina,0
62_0054,101,2020-10-08,bosmina,0.137119878
62_0055,201,2020-04-10,bosmina,7.65912461
62_0055,201,2020-05-01,bosmina,19.41617471
62_0055,201,2020-05-17,bosmina,43.5835532
62_0055,201,2020-05-21,bosmina,10.96959023
62_0055,201,2020-05-26,bosmina,4.113596338
62_0055,201,2020-06-26,bosmina,285.7989615
62_0055,201,2020-07-14,bosmina,1.723792751
62_0055,201,2020-08-03,bosmina,3.173345746
62_0055,201,2020-08-20,bosmina,0
62_0055,201,2020-09-06,bosmina,82.85958337
62_0055,201,2020-09-09,bosmina,8.775672187
62_0055,201,2020-10-05,bosmina,1.028399084
62_0055,201,2020-10-23,bosmina,1.828265039
62_0057,401,2020-05-07,bosmina,1.371198779
62_0057,401,2020-06-02,bosmina,6.103793423
62_0057,401,2020-06-15,bosmina,2.342791057
62_0057,401,2020-07-02,bosmina,3.359437009
62_0057,401,2020-07-22,bosmina,5.466512466
62_0057,401,2020-08-07,bosmina,0.914132519
62_0057,401,2020-08-27,bosmina,16.45438535
62_0057,401,2020-09-17,bosmina,3.342297024
62_0061,208,2020-05-08,bosmina,12.3368713
62_0061,208,2020-05-28,bosmina,8.734536223
62_0061,208,2020-06-16,bosmina,2.220036119
62_0061,208,2020-07-06,bosmina,5.294786143
62_0061,208,2020-07-24,bosmina,0.528890958
62_0061,208,2020-08-12,bosmina,0.843814633
62_0061,208,2020-09-02,bosmina,0.705187944
62_0061,208,2020-09-15,bosmina,1.439758718
62_0067,202,2020-05-27,bosmina,0.558273789
62_0067,202,2020-06-12,bosmina,0
62_0067,202,2020-06-29,bosmina,0
62_0067,202,2020-07-21,bosmina,0
62_0067,202,2020-08-10,bosmina,0.68559939
62_0067,202,2020-08-22,bosmina,0
62_0067,202,2020-09-17,bosmina,0.78354216
62_0067,202,2020-05-06,bosmina,0.58765662
62_0075,202,2020-05-08,bosmina,72.17990374
62_0075,202,2020-05-28,bosmina,15.62481009
62_0075,202,2020-06-16,bosmina,37.12520695
62_0075,202,2020-07-06,bosmina,0
62_0075,202,2020-07-24,bosmina,2.056798169
62_0075,202,2020-08-12,bosmina,0
62_0075,202,2020-09-02,bosmina,0.548479512
62_0075,202,2020-09-15,bosmina,5.484795117
62_0078,101,2020-05-06,bosmina,0.226247799
62_0078,101,2020-05-27,bosmina,0
62_0078,101,2020-06-15,bosmina,0.077374788
62_0078,101,2020-07-02,bosmina,0.219391805
62_0078,101,2020-07-22,bosmina,6.938265823
62_0078,101,2020-08-07,bosmina,0
62_0078,101,2020-08-27,bosmina,0.329087707
62_0078,101,2020-09-17,bosmina,0.19588554
62_0083,204,2020-05-06,bosmina,0.164543854
62_0083,204,2020-05-27,bosmina,0
62_0083,204,2020-06-12,bosmina,0.68559939
62_0083,204,2020-07-21,bosmina,46.803585
62_0083,204,2020-08-10,bosmina,0.914132519
62_0083,204,2020-08-24,bosmina,0
62_0083,204,2020-09-14,bosmina,0
62_0083,204,2020-06-29,bosmina,2.337893919
62_0225,201,2020-04-15,bosmina,0.150831866
62_0225,201,2020-05-05,bosmina,0
62_0225,201,2020-05-20,bosmina,0.569047493
62_0225,201,2020-06-11,bosmina,0.047991957
62_0225,201,2020-07-01,bosmina,18.6483034
62_0225,201,2020-07-23,bosmina,35.32208055
62_0225,201,2020-08-06,bosmina,29.61789363
62_0225,201,2020-08-26,bosmina,18.28265039
62_0225,201,2020-09-11,bosmina,9.598391454
62_0225,201,2020-10-09,bosmina,10.48967066
62_0231,201,2020-04-13,bosmina,0.982692458
62_0231,201,2020-05-04,bosmina,24.18794647
62_0231,201,2020-05-18,bosmina,35.12554206
62_0231,201,2020-06-10,bosmina,8.144920748
62_0231,201,2020-06-26,bosmina,1.096959023
62_0231,201,2020-07-17,bosmina,20.96288694
62_0231,201,2020-08-05,bosmina,6.58175414
62_0231,201,2020-08-20,bosmina,32.56597101
62_0231,201,2020-09-10,bosmina,2.468157803
62_0231,201,2020-10-08,bosmina,9.598391454
82_0167,234,2020-05-14,bosmina,0.729020684
82_0167,234,2020-06-08,bosmina,1.627553334
82_0167,234,2020-06-24,bosmina,0.429244835
82_0167,234,2020-07-16,bosmina,0.585616145
82_0167,234,2020-07-31,bosmina,0.15235542
82_0167,234,2020-08-21,bosmina,0.628466107
82_0167,234,2020-09-04,bosmina,0.19588554
82_0167,234,2020-09-23,bosmina,0.192824828
02_0003,204,2020-05-13,chydorus,0.205679817
02_0003,204,2020-06-04,chydorus,0.891279206
02_0003,204,2020-06-25,chydorus,12.06654926
02_0003,204,2020-07-15,chydorus,0.639892764
02_0003,204,2020-07-31,chydorus,0
02_0003,204,2020-08-18,chydorus,0.987263121
02_0003,204,2020-09-04,chydorus,0
02_0003,204,2020-09-24,chydorus,0.205679817
62_0002,207,2020-05-13,chydorus,2.270705178
62_0002,207,2020-06-04,chydorus,0
62_0002,207,2020-06-24,chydorus,0
62_0002,207,2020-07-15,chydorus,0
62_0002,207,2020-07-31,chydorus,2.742397558
62_0002,207,2020-08-18,chydorus,0.45706626
62_0002,207,2020-09-04,chydorus,0.243768672
62_0002,207,2020-09-24,chydorus,0
62_0047,201,2020-04-15,chydorus,0.225486021
62_0047,201,2020-05-05,chydorus,2.145164312
62_0047,201,2020-05-20,chydorus,0.174827844
62_0047,201,2020-06-11,chydorus,0
62_0047,201,2020-07-01,chydorus,0
62_0047,201,2020-07-23,chydorus,0
62_0047,201,2020-08-06,chydorus,0.617039451
62_0047,201,2020-08-26,chydorus,0.365653008
62_0047,201,2020-09-11,chydorus,1.096959023
62_0047,201,2020-10-09,chydorus,0
62_0054,101,2020-07-17,chydorus,0
62_0054,101,2020-04-13,chydorus,0.173113846
62_0054,101,2020-05-04,chydorus,1.30263884
62_0054,101,2020-05-18,chydorus,3.842784579
62_0054,101,2020-06-10,chydorus,0
62_0054,101,2020-06-25,chydorus,0
62_0054,101,2020-08-05,chydorus,0.658175414
62_0054,101,2020-08-20,chydorus,0.191967829
62_0054,101,2020-09-10,chydorus,0
62_0054,101,2020-10-08,chydorus,0.068559939
62_0055,201,2020-04-10,chydorus,1.998032507
62_0055,201,2020-05-01,chydorus,1.618014559
62_0055,201,2020-05-17,chydorus,2.139070096
62_0055,201,2020-05-21,chydorus,1.713998474
62_0055,201,2020-05-26,chydorus,0.274239756
62_0055,201,2020-06-26,chydorus,0.260527768
62_0055,201,2020-07-14,chydorus,48.26619703
62_0055,201,2020-08-03,chydorus,81.44920748
62_0055,201,2020-08-20,chydorus,148.0894682
62_0055,201,2020-09-06,chydorus,0
62_0055,201,2020-09-09,chydorus,157.6486825
62_0055,201,2020-10-05,chydorus,16.45438535
62_0055,201,2020-10-23,chydorus,4.753489101
62_0057,401,2020-05-07,chydorus,0
62_0057,401,2020-06-02,chydorus,0
62_0057,401,2020-06-15,chydorus,0
62_0057,401,2020-07-02,chydorus,10.07831103
62_0057,401,2020-07-22,chydorus,0
62_0057,401,2020-08-07,chydorus,3.427996948
62_0057,401,2020-08-27,chydorus,13.71198779
62_0057,401,2020-09-17,chydorus,4.62779588
62_0061,208,2020-05-08,chydorus,0
62_0061,208,2020-05-28,chydorus,0
62_0061,208,2020-06-16,chydorus,0
62_0061,208,2020-07-06,chydorus,1.868748051
62_0061,208,2020-07-24,chydorus,1.586672873
62_0061,208,2020-08-12,chydorus,5.484795117
62_0061,208,2020-09-02,chydorus,0.117531324
62_0061,208,2020-09-15,chydorus,0.205679817
62_0067,202,2020-05-27,chydorus,0
62_0067,202,2020-06-12,chydorus,0
62_0067,202,2020-06-29,chydorus,0
62_0067,202,2020-07-21,chydorus,0
62_0067,202,2020-08-10,chydorus,0
62_0067,202,2020-08-22,chydorus,0
62_0067,202,2020-09-17,chydorus,0
62_0067,202,2020-05-06,chydorus,0
62_0075,202,2020-05-08,chydorus,0
62_0075,202,2020-05-28,chydorus,0.294807738
62_0075,202,2020-06-16,chydorus,0
62_0075,202,2020-07-06,chydorus,22.83045967
62_0075,202,2020-07-24,chydorus,62.38954445
62_0075,202,2020-08-12,chydorus,93.24151699
62_0075,202,2020-09-02,chydorus,25.77853705
62_0075,202,2020-09-15,chydorus,4.387836093
62_0078,101,2020-05-06,chydorus,0.075415933
62_0078,101,2020-05-27,chydorus,0.255957105
62_0078,101,2020-06-15,chydorus,0
62_0078,101,2020-07-02,chydorus,0.877567219
62_0078,101,2020-07-22,chydorus,5.676762946
62_0078,101,2020-08-07,chydorus,0
62_0078,101,2020-08-27,chydorus,1.480894682
62_0078,101,2020-09-17,chydorus,0.19588554
62_0083,204,2020-05-06,chydorus,0
62_0083,204,2020-05-27,chydorus,0
62_0083,204,2020-06-12,chydorus,0
62_0083,204,2020-07-21,chydorus,0
62_0083,204,2020-08-10,chydorus,0.22853313
62_0083,204,2020-08-24,chydorus,0
62_0083,204,2020-09-14,chydorus,0
62_0083,204,2020-06-29,chydorus,0
62_0225,201,2020-04-15,chydorus,0
62_0225,201,2020-05-05,chydorus,0.156708432
62_0225,201,2020-05-20,chydorus,1.896824978
62_0225,201,2020-06-11,chydorus,0
62_0225,201,2020-07-01,chydorus,0
62_0225,201,2020-07-23,chydorus,0
62_0225,201,2020-08-06,chydorus,0
62_0225,201,2020-08-26,chydorus,0
62_0225,201,2020-09-11,chydorus,0
62_0225,201,2020-10-09,chydorus,0
62_0231,201,2020-04-13,chydorus,0
62_0231,201,2020-05-04,chydorus,11.05734696
62_0231,201,2020-05-18,chydorus,0
62_0231,201,2020-06-10,chydorus,0
62_0231,201,2020-06-26,chydorus,0
62_0231,201,2020-07-17,chydorus,0
62_0231,201,2020-08-05,chydorus,3.29087707
62_0231,201,2020-08-20,chydorus,2.399597864
62_0231,201,2020-09-10,chydorus,0.822719268
62_0231,201,2020-10-08,chydorus,0
82_0167,234,2020-05-14,chydorus,0.364510342
82_0167,234,2020-06-08,chydorus,1.377160513
82_0167,234,2020-06-24,chydorus,5.687494067
82_0167,234,2020-07-16,chydorus,0
82_0167,234,2020-07-31,chydorus,0
82_0167,234,2020-08-21,chydorus,0
82_0167,234,2020-09-04,chydorus,0.048971385
82_0167,234,2020-09-23,chydorus,0
02_0003,204,2020-05-13,ceriodaphnia,0
02_0003,204,2020-06-04,ceriodaphnia,0
02_0003,204,2020-06-25,ceriodaphnia,0
02_0003,204,2020-07-15,ceriodaphnia,0
02_0003,204,2020-07-31,ceriodaphnia,3.656530078
02_0003,204,2020-08-18,ceriodaphnia,0
02_0003,204,2020-09-04,ceriodaphnia,3.565116826
02_0003,204,2020-09-24,ceriodaphnia,0.308519725
62_0002,207,2020-05-13,ceriodaphnia,0
62_0002,207,2020-06-04,ceriodaphnia,0
62_0002,207,2020-06-24,ceriodaphnia,0
62_0002,207,2020-07-15,ceriodaphnia,0
62_0002,207,2020-07-31,ceriodaphnia,0
62_0002,207,2020-08-18,ceriodaphnia,0
62_0002,207,2020-09-04,ceriodaphnia,0
62_0002,207,2020-09-24,ceriodaphnia,0
62_0047,201,2020-04-15,ceriodaphnia,0
62_0047,201,2020-05-05,ceriodaphnia,0
62_0047,201,2020-05-20,ceriodaphnia,0
62_0047,201,2020-06-11,ceriodaphnia,0
62_0047,201,2020-07-01,ceriodaphnia,0
62_0047,201,2020-07-23,ceriodaphnia,0
62_0047,201,2020-08-06,ceriodaphnia,0
62_0047,201,2020-08-26,ceriodaphnia,0
62_0047,201,2020-09-11,ceriodaphnia,0
62_0047,201,2020-10-09,ceriodaphnia,0
62_0054,101,2020-07-17,ceriodaphnia,0
62_0054,101,2020-04-13,ceriodaphnia,0
62_0054,101,2020-05-04,ceriodaphnia,0
62_0054,101,2020-05-18,ceriodaphnia,0
62_0054,101,2020-06-10,ceriodaphnia,0
62_0054,101,2020-06-25,ceriodaphnia,0
62_0054,101,2020-08-05,ceriodaphnia,0
62_0054,101,2020-08-20,ceriodaphnia,0
62_0054,101,2020-09-10,ceriodaphnia,0
62_0054,101,2020-10-08,ceriodaphnia,0
62_0055,201,2020-04-10,ceriodaphnia,0
62_0055,201,2020-05-01,ceriodaphnia,0
62_0055,201,2020-05-17,ceriodaphnia,0
62_0055,201,2020-05-21,ceriodaphnia,0
62_0055,201,2020-05-26,ceriodaphnia,0
62_0055,201,2020-06-26,ceriodaphnia,0
62_0055,201,2020-07-14,ceriodaphnia,0
62_0055,201,2020-08-03,ceriodaphnia,1.410375887
62_0055,201,2020-08-20,ceriodaphnia,0
62_0055,201,2020-09-06,ceriodaphnia,0
62_0055,201,2020-09-09,ceriodaphnia,0
62_0055,201,2020-10-05,ceriodaphnia,0.342799695
62_0055,201,2020-10-23,ceriodaphnia,0
62_0057,401,2020-05-07,ceriodaphnia,0
62_0057,401,2020-06-02,ceriodaphnia,0
62_0057,401,2020-06-15,ceriodaphnia,0.360429393
62_0057,401,2020-07-02,ceriodaphnia,0
62_0057,401,2020-07-22,ceriodaphnia,0
62_0057,401,2020-08-07,ceriodaphnia,0.914132519
62_0057,401,2020-08-27,ceriodaphnia,0
62_0057,401,2020-09-17,ceriodaphnia,0
62_0061,208,2020-05-08,ceriodaphnia,0
62_0061,208,2020-05-28,ceriodaphnia,0
62_0061,208,2020-06-16,ceriodaphnia,0
62_0061,208,2020-07-06,ceriodaphnia,0.519096681
62_0061,208,2020-07-24,ceriodaphnia,0
62_0061,208,2020-08-12,ceriodaphnia,0
62_0061,208,2020-09-02,ceriodaphnia,0.117531324
62_0061,208,2020-09-15,ceriodaphnia,0
62_0067,202,2020-05-27,ceriodaphnia,0
62_0067,202,2020-06-12,ceriodaphnia,0.630751438
62_0067,202,2020-06-29,ceriodaphnia,0
62_0067,202,2020-07-21,ceriodaphnia,1.332805213
62_0067,202,2020-08-10,ceriodaphnia,0
62_0067,202,2020-08-22,ceriodaphnia,0
62_0067,202,2020-09-17,ceriodaphnia,0
62_0067,202,2020-05-06,ceriodaphnia,0
62_0075,202,2020-05-08,ceriodaphnia,0
62_0075,202,2020-05-28,ceriodaphnia,0
62_0075,202,2020-06-16,ceriodaphnia,0
62_0075,202,2020-07-06,ceriodaphnia,0
62_0075,202,2020-07-24,ceriodaphnia,0
62_0075,202,2020-08-12,ceriodaphnia,0
62_0075,202,2020-09-02,ceriodaphnia,0
62_0075,202,2020-09-15,ceriodaphnia,0
62_0078,101,2020-05-06,ceriodaphnia,0
62_0078,101,2020-05-27,ceriodaphnia,0
62_0078,101,2020-06-15,ceriodaphnia,0
62_0078,101,2020-07-02,ceriodaphnia,0
62_0078,101,2020-07-22,ceriodaphnia,0
62_0078,101,2020-08-07,ceriodaphnia,0
62_0078,101,2020-08-27,ceriodaphnia,0
62_0078,101,2020-09-17,ceriodaphnia,0
62_0083,204,2020-05-06,ceriodaphnia,0
62_0083,204,2020-05-27,ceriodaphnia,0
62_0083,204,2020-06-12,ceriodaphnia,0
62_0083,204,2020-07-21,ceriodaphnia,0
62_0083,204,2020-08-10,ceriodaphnia,0
62_0083,204,2020-08-24,ceriodaphnia,0
62_0083,204,2020-09-14,ceriodaphnia,0
62_0083,204,2020-06-29,ceriodaphnia,0.425071622
62_0225,201,2020-04-15,ceriodaphnia,0
62_0225,201,2020-05-05,ceriodaphnia,0
62_0225,201,2020-05-20,ceriodaphnia,0
62_0225,201,2020-06-11,ceriodaphnia,0.071987936
62_0225,201,2020-07-01,ceriodaphnia,0
62_0225,201,2020-07-23,ceriodaphnia,0
62_0225,201,2020-08-06,ceriodaphnia,0
62_0225,201,2020-08-26,ceriodaphnia,0
62_0225,201,2020-09-11,ceriodaphnia,0
62_0225,201,2020-10-09,ceriodaphnia,0
62_0231,201,2020-04-13,ceriodaphnia,0
62_0231,201,2020-05-04,ceriodaphnia,0
62_0231,201,2020-05-18,ceriodaphnia,0
62_0231,201,2020-06-10,ceriodaphnia,0
62_0231,201,2020-06-26,ceriodaphnia,0
62_0231,201,2020-07-17,ceriodaphnia,0
62_0231,201,2020-08-05,ceriodaphnia,0
62_0231,201,2020-08-20,ceriodaphnia,1.713998474
62_0231,201,2020-09-10,ceriodaphnia,0
62_0231,201,2020-10-08,ceriodaphnia,0.137119878
82_0167,234,2020-05-14,ceriodaphnia,0
82_0167,234,2020-06-08,ceriodaphnia,0
82_0167,234,2020-06-24,ceriodaphnia,0
82_0167,234,2020-07-16,ceriodaphnia,0
82_0167,234,2020-07-31,ceriodaphnia,0
82_0167,234,2020-08-21,ceriodaphnia,0
82_0167,234,2020-09-04,ceriodaphnia,0
82_0167,234,2020-09-23,ceriodaphnia,0
02_0003,204,2020-05-13,diaphnosoma,0
02_0003,204,2020-06-04,diaphnosoma,4.634651874
02_0003,204,2020-06-25,diaphnosoma,4.826619703
02_0003,204,2020-07-15,diaphnosoma,27.19544245
02_0003,204,2020-07-31,diaphnosoma,21.48211421
02_0003,204,2020-08-18,diaphnosoma,4.689499825
02_0003,204,2020-09-04,diaphnosoma,10.14687097
02_0003,204,2020-09-24,diaphnosoma,1.439758718
62_0002,207,2020-05-13,diaphnosoma,0.504601151
62_0002,207,2020-06-04,diaphnosoma,0.617039451
62_0002,207,2020-06-24,diaphnosoma,3.153757192
62_0002,207,2020-07-15,diaphnosoma,7.589585243
62_0002,207,2020-07-31,diaphnosoma,7.952952919
62_0002,207,2020-08-18,diaphnosoma,1.675909619
62_0002,207,2020-09-04,diaphnosoma,1.706380703
62_0002,207,2020-09-24,diaphnosoma,0
62_0047,201,2020-04-15,diaphnosoma,0
62_0047,201,2020-05-05,diaphnosoma,0.390029875
62_0047,201,2020-05-20,diaphnosoma,0.262241767
62_0047,201,2020-06-11,diaphnosoma,2.591565693
62_0047,201,2020-07-01,diaphnosoma,1.563166608
62_0047,201,2020-07-23,diaphnosoma,1.234078901
62_0047,201,2020-08-06,diaphnosoma,0
62_0047,201,2020-08-26,diaphnosoma,0
62_0047,201,2020-09-11,diaphnosoma,0
62_0047,201,2020-10-09,diaphnosoma,0
62_0054,101,2020-07-17,diaphnosoma,5.38424054
62_0054,101,2020-04-13,diaphnosoma,0
62_0054,101,2020-05-04,diaphnosoma,0
62_0054,101,2020-05-18,diaphnosoma,1.618014559
62_0054,101,2020-06-10,diaphnosoma,0
62_0054,101,2020-06-25,diaphnosoma,0.22853313
62_0054,101,2020-08-05,diaphnosoma,2.193918047
62_0054,101,2020-08-20,diaphnosoma,1.343774804
62_0054,101,2020-09-10,diaphnosoma,2.664043342
62_0054,101,2020-10-08,diaphnosoma,0.274239756
62_0055,201,2020-04-10,diaphnosoma,0.166502709
62_0055,201,2020-05-01,diaphnosoma,0.80900728
62_0055,201,2020-05-17,diaphnosoma,2.406453857
62_0055,201,2020-05-21,diaphnosoma,0
62_0055,201,2020-05-26,diaphnosoma,0.274239756
62_0055,201,2020-06-26,diaphnosoma,10.94216626
62_0055,201,2020-07-14,diaphnosoma,28.0116322
62_0055,201,2020-08-03,diaphnosoma,14.45635284
62_0055,201,2020-08-20,diaphnosoma,21.39070096
62_0055,201,2020-09-06,diaphnosoma,12.34078901
62_0055,201,2020-09-09,diaphnosoma,5.954920413
62_0055,201,2020-10-05,diaphnosoma,0
62_0055,201,2020-10-23,diaphnosoma,0.365653008
62_0057,401,2020-05-07,diaphnosoma,0
62_0057,401,2020-06-02,diaphnosoma,1.285009142
62_0057,401,2020-06-15,diaphnosoma,1.982361664
62_0057,401,2020-07-02,diaphnosoma,13.43774804
62_0057,401,2020-07-22,diaphnosoma,2.139070096
62_0057,401,2020-08-07,diaphnosoma,6.398927636
62_0057,401,2020-08-27,diaphnosoma,10.96959023
62_0057,401,2020-09-17,diaphnosoma,0.642749428
62_0061,208,2020-05-08,diaphnosoma,0.73652963
62_0061,208,2020-05-28,diaphnosoma,0.178255841
62_0061,208,2020-06-16,diaphnosoma,0.06529518
62_0061,208,2020-07-06,diaphnosoma,6.229160168
62_0061,208,2020-07-24,diaphnosoma,4.407424647
62_0061,208,2020-08-12,diaphnosoma,0.632860975
62_0061,208,2020-09-02,diaphnosoma,0.705187944
62_0061,208,2020-09-15,diaphnosoma,1.028399084
62_0067,202,2020-05-27,diaphnosoma,0.558273789
62_0067,202,2020-06-12,diaphnosoma,0
62_0067,202,2020-06-29,diaphnosoma,0.208422214
62_0067,202,2020-07-21,diaphnosoma,3.332013033
62_0067,202,2020-08-10,diaphnosoma,2.970930688
62_0067,202,2020-08-22,diaphnosoma,0.671887402
62_0067,202,2020-09-17,diaphnosoma,0.19588554
62_0067,202,2020-05-06,diaphnosoma,1.175313239
62_0075,202,2020-05-08,diaphnosoma,0
62_0075,202,2020-05-28,diaphnosoma,1.474038688
62_0075,202,2020-06-16,diaphnosoma,27.7462073
62_0075,202,2020-07-06,diaphnosoma,34.55420924
62_0075,202,2020-07-24,diaphnosoma,32.9087707
62_0075,202,2020-08-12,diaphnosoma,11.51806975
62_0075,202,2020-09-02,diaphnosoma,22.48765998
62_0075,202,2020-09-15,diaphnosoma,3.565116826
62_0078,101,2020-05-06,diaphnosoma,0.829575261
62_0078,101,2020-05-27,diaphnosoma,0.255957105
62_0078,101,2020-06-15,diaphnosoma,0
62_0078,101,2020-07-02,diaphnosoma,0.219391805
62_0078,101,2020-07-22,diaphnosoma,8.956670426
62_0078,101,2020-08-07,diaphnosoma,8.455725805
62_0078,101,2020-08-27,diaphnosoma,6.417210287
62_0078,101,2020-09-17,diaphnosoma,0.39177108
62_0083,204,2020-05-06,diaphnosoma,0
62_0083,204,2020-05-27,diaphnosoma,1.042111072
62_0083,204,2020-06-12,diaphnosoma,0
62_0083,204,2020-07-21,diaphnosoma,9.141325195
62_0083,204,2020-08-10,diaphnosoma,15.99731909
62_0083,204,2020-08-24,diaphnosoma,2.714973583
62_0083,204,2020-09-14,diaphnosoma,4.387836093
62_0083,204,2020-06-29,diaphnosoma,1.168946959
62_0225,201,2020-04-15,diaphnosoma,0.754159329
62_0225,201,2020-05-05,diaphnosoma,0.313416864
62_0225,201,2020-05-20,diaphnosoma,0
62_0225,201,2020-06-11,diaphnosoma,0
62_0225,201,2020-07-01,diaphnosoma,1.096959023
62_0225,201,2020-07-23,diaphnosoma,3.784508631
62_0225,201,2020-08-06,diaphnosoma,4.113596338
62_0225,201,2020-08-26,diaphnosoma,14.62612031
62_0225,201,2020-09-11,diaphnosoma,7.541593286
62_0225,201,2020-10-09,diaphnosoma,0.308519725
62_0231,201,2020-04-13,diaphnosoma,0
62_0231,201,2020-05-04,diaphnosoma,0
62_0231,201,2020-05-18,diaphnosoma,3.391431647
62_0231,201,2020-06-10,diaphnosoma,0.987263121
62_0231,201,2020-06-26,diaphnosoma,0.822719268
62_0231,201,2020-07-17,diaphnosoma,10.98055982
62_0231,201,2020-08-05,diaphnosoma,6.307514384
62_0231,201,2020-08-20,diaphnosoma,2.742397558
62_0231,201,2020-09-10,diaphnosoma,0
62_0231,201,2020-10-08,diaphnosoma,0.411359634
82_0167,234,2020-05-14,diaphnosoma,0.033137304
82_0167,234,2020-06-08,diaphnosoma,0.12519641
82_0167,234,2020-06-24,diaphnosoma,0.429244835
